"","LoadDate","Load1","Load2","Load3","Load4","Load5","Load6","Load7","Load8","Load9","Load10","Load11","Load12","Load13","Load14","Load15","Load16","Load17","Load18","Load19","Load20","Load21","Load22","Load23","Load24","Dry1","Dry2","Dry3","Dry4","Dry5","Dry6","Dry7","Dry8","Dry9","Dry10","Dry11","Dry12","Dry13","Dry14","Dry15","Dry16","Dry17","Dry18","Dry19","Dry20","Dry21","Dry22","Dry23","Dry24","Dew1","Dew2","Dew3","Dew4","Dew5","Dew6","Dew7","Dew8","Dew9","Dew10","Dew11","Dew12","Dew13","Dew14","Dew15","Dew16","Dew17","Dew18","Dew19","Dew20","Dew21","Dew22","Dew23","Dew24"
"1","2010-07-12",14692,13872,13364,13125,13255,13861,15468,17473,19117,20534,21844,22781,23286,23629,23689,23747,23736,23383,22650,21861,21606,20888,19032,17108,73,71,71,70,69,69,69,71,74,77,80,81,82,83,84,84,86,85,84,82,80,77,76,75,67,67,67,67,67,67,66,67,68,68,68,68,66,63,64,64,63,63,63,63,63,64,66,67
"2","2010-07-13",15697,14880,14377,14118,14249,14972,16486,18390,19838,21005,22085,22909,23373,23679,23612,23265,22891,22491,21889,21464,21367,20510,18793,17056,74,74,74,74,73,73,74,74,76,78,80,82,84,84,84,83,83,81,79,76,75,74,73,74,68,68,69,69,70,70,70,70,70,70,70,68,69,68,67,67,67,69,70,71,71,71,71,72
"3","2010-07-14",15776,15002,14540,14358,14524,15283,16763,18440,19450,20011,20441,20651,20690,20685,20472,20202,20047,19932,19556,19161,19104,18628,17080,15401,73,73,73,73,73,73,74,74,75,74,74,74,74,74,75,75,75,75,74,72,72,71,71,70,71,72,72,72,72,72,72,72,72,71,71,70,70,70,70,70,69,69,69,69,69,68,68,68
"4","2010-07-15",14171,13402,12945,12760,12917,13593,15053,16716,17821,18665,19504,20196,20644,21071,21255,21368,21511,21414,20863,20120,19935,19374,17671,15855,70,69,69,68,67,67,67,68,69,71,73,75,78,79,80,80,80,80,79,77,76,74,73,71,68,67,67,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,66,66,67,67,67
"5","2010-07-16",14499,13649,13153,12923,13083,13791,15195,16936,18275,19539,20785,21839,22628,23405,23865,24091,24150,23888,23152,22332,21684,20694,19028,17269,71,70,69,69,69,69,69,70,72,74,78,80,83,85,87,88,88,87,85,83,77,75,74,74,67,67,66,67,67,67,67,68,69,69,69,70,71,71,71,70,71,72,73,73,69,70,70,70
"6","2010-07-19",14784,13908,13373,13067,13134,13704,15166,17130,18718,19879,20624,21010,21031,21068,21358,22018,22472,22480,21953,21327,21046,20157,18319,16464,75,72,71,70,69,68,68,71,73,77,79,81,80,79,79,82,83,82,82,80,78,76,76,74,60,60,60,60,60,61,61,62,61,61,61,62,64,65,67,68,69,70,70,70,70,70,70,68
"7","2010-07-20",15085,14229,13662,13370,13459,14081,15531,17315,18602,19712,20698,21293,21511,21562,21429,21525,21773,21694,21217,20534,20274,19561,17767,15902,74,72,71,70,69,70,70,72,74,76,77,79,79,79,79,78,80,80,80,80,77,74,73,72,69,68,67,67,66,66,66,65,65,65,65,63,64,65,64,63,64,62,62,62,63,63,64,64
"8","2010-07-21",14534,13713,13176,12905,13043,13693,15198,17063,18483,19641,20811,21830,22497,23149,23522,23448,22899,22155,21344,20665,20313,19421,17656,15863,71,69,69,68,68,67,68,70,72,75,78,81,83,83,84,86,83,79,76,75,74,72,72,71,64,64,64,64,64,64,63,65,65,65,66,66,67,68,68,69,69,69,68,68,68,67,67,66
"9","2010-07-22",14417,13531,12994,12714,12764,13318,14741,16611,17922,18895,19686,20200,20422,20692,20825,20876,20917,20686,19992,19312,19276,18724,17068,15275,71,68,68,68,67,66,66,68,71,74,77,78,80,81,82,83,83,83,82,80,78,75,73,71,65,65,64,63,62,61,61,61,61,61,60,60,59,58,57,57,57,57,57,57,58,58,59,59
"10","2010-07-23",13928,13071,12532,12254,12308,12842,14199,15948,17184,18057,18655,18937,18955,18933,18629,18210,17921,17821,17551,17409,17454,16875,15761,14488,70,70,68,68,67,66,67,69,71,74,74,75,75,75,73,72,70,69,70,69,70,69,69,70,59,59,60,60,60,59,60,60,61,61,62,62,62,63,63,64,65,66,67,67,67,67,68,68
"11","2010-07-26",13388,12519,11974,11731,11834,12371,13773,15567,16862,17782,18495,18949,19247,19594,19778,19846,19939,19853,19296,18604,18461,17771,16052,14326,69,67,65,65,64,63,62,66,69,72,75,77,79,81,82,83,83,82,82,80,78,75,72,71,55,54,54,54,54,54,55,55,55,55,53,52,52,51,51,51,50,50,51,50,50,52,52,53
"12","2010-07-27",13044,12290,11799,11565,11673,12262,13629,15475,16844,17929,18891,19552,20096,20713,21128,21437,21700,21744,21268,20548,20339,19535,17637,15730,69,68,67,66,65,65,63,66,71,75,78,81,83,85,86,87,88,88,86,85,82,78,76,74,53,54,54,55,55,55,55,57,57,58,57,55,55,54,53,53,54,53,54,55,57,59,59,60
"13","2010-07-28",14309,13402,12815,12521,12591,13156,14539,16487,18057,19442,20678,21507,22035,22590,22929,23166,23266,23067,22411,21689,21632,20895,19090,17269,73,71,69,68,67,67,66,69,72,77,81,84,85,86,87,87,87,85,84,82,79,78,76,76,59,60,60,60,59,59,58,60,60,61,61,61,61,61,62,63,64,65,67,68,68,69,69,69
"14","2010-07-29",15916,15103,14600,14380,14514,15278,16752,18472,19528,20307,20985,21521,22013,22570,22861,22993,22965,22573,21730,20701,20250,19289,17307,15346,75,75,75,75,74,75,74,75,75,75,76,77,79,82,84,86,86,85,84,82,79,75,73,71,69,69,70,70,70,70,70,70,70,70,69,68,68,66,63,58,55,55,55,55,54,53,53,53
"15","2010-07-30",13865,12904,12255,11901,11898,12375,13509,15154,16446,17349,17999,18430,18544,18750,18716,18596,18557,18300,17702,17034,16976,16419,15051,13614,68,67,65,64,62,61,60,62,66,70,72,73,74,76,76,75,76,77,76,75,71,69,67,66,52,52,52,51,51,50,50,51,51,50,50,50,49,50,51,52,51,51,50,52,54,52,53,53
"16","2010-08-02",11988,11410,11087,11000,11219,11949,13212,14923,16214,17199,18003,18592,18987,19380,19486,19509,19515,19286,18701,18203,18278,17476,15885,14297,66,66,64,65,64,64,63,65,67,69,72,74,75,77,77,78,77,76,78,75,73,71,70,69,56,57,57,57,57,58,58,59,59,60,61,61,61,61,61,61,61,61,61,62,61,60,60,60
"17","2010-08-03",13136,12430,12004,11856,12032,12794,14174,15916,17189,18189,19101,19782,20168,20615,20918,21020,21091,20966,20424,19905,19986,19208,17517,15867,69,68,67,67,67,67,67,68,71,74,76,78,79,81,82,83,83,82,81,79,77,76,74,74,60,60,60,61,61,61,61,61,62,63,63,64,65,65,65,65,66,66,66,66,66,65,65,65
"18","2010-08-04",14625,13894,13468,13305,13478,14275,15711,17543,18922,20035,21057,21891,22615,23313,23687,23967,24114,24042,23458,22801,22805,21865,19885,17893,73,73,72,72,73,72,73,73,75,78,79,81,83,86,88,89,88,88,86,85,82,80,78,77,66,66,67,67,67,68,68,69,69,69,70,70,70,69,69,68,69,69,70,71,71,72,71,71
"19","2010-08-05",16430,15552,14984,14718,14833,15642,17070,18715,19916,20953,21894,22650,23303,23848,23997,23596,23003,22616,22103,21532,21436,20544,18707,16840,76,76,75,75,75,75,74,75,76,76,78,80,81,83,85,85,79,79,80,80,78,77,75,75,71,72,72,71,71,72,72,72,72,72,73,73,73,73,72,72,73,71,71,70,70,70,70,70
"20","2010-08-06",15430,14506,13920,13588,13628,14211,15435,17268,18730,19721,20497,21051,21338,21525,21440,21243,20942,20358,19288,18191,17846,16886,15315,13711,74,73,73,72,72,71,70,71,75,77,79,81,82,83,83,84,84,82,80,77,73,71,68,64,69,69,68,68,67,67,66,67,65,63,59,59,59,57,56,52,51,50,47,46,45,45,44,47
"21","2010-08-09",13856,13202,12815,12726,12983,13832,15205,16958,18445,19883,21171,22178,22869,23484,23826,23963,23904,23637,23060,22462,22416,21218,19213,17242,72,72,71,71,71,71,71,72,74,77,81,83,86,88,89,89,90,88,87,84,81,80,78,77,67,67,67,68,68,68,68,68,69,68,67,66,64,63,62,62,62,61,64,68,68,68,67,65
"22","2010-08-10",15784,14898,14303,13999,14086,14830,16131,17827,19164,20276,21295,22119,22690,23222,23500,23662,23726,23471,22749,22020,21943,20819,18871,16944,77,73,71,70,71,71,70,72,74,76,79,81,82,84,84,85,85,85,84,82,79,77,76,75,66,68,67,68,68,68,68,68,68,68,67,67,66,65,64,63,63,63,63,63,64,65,66,66
"23","2010-08-11",15521,14626,14024,13702,13713,14365,15601,17273,18548,19598,20495,21134,21561,21998,22219,22256,22165,21775,20905,20104,20070,18939,17094,15320,73,73,72,71,70,70,69,70,72,74,77,78,80,81,81,82,82,81,80,78,75,73,71,70,66,67,66,66,66,65,64,64,64,64,63,61,61,61,60,60,58,57,58,58,56,59,59,60
"24","2010-08-12",14033,13234,12718,12489,12622,13315,14568,16063,17235,18158,18894,19340,19537,19686,19566,19303,19070,18671,18096,17855,17989,17105,15624,14126,69,68,67,67,65,65,65,66,68,70,73,74,75,76,76,76,75,74,73,72,70,69,67,67,60,60,60,60,60,61,61,61,62,61,59,59,59,58,58,59,60,59,59,60,60,60,60,60
"25","2010-08-13",13002,12300,11877,11700,11883,12582,13737,15278,16483,17363,18008,18393,18537,18742,18764,18637,18519,18214,17490,16827,16904,16107,14753,13320,66,65,65,65,64,64,64,65,66,68,70,72,74,75,76,76,76,76,75,73,71,68,66,65,60,59,60,59,60,59,59,59,60,60,59,58,58,57,56,55,55,54,53,54,54,55,55,55
"26","2010-08-16",12335,11781,11486,11423,11713,12612,14078,15672,16829,17679,18270,18729,18923,19192,19265,19325,19466,19615,19455,19353,19630,18754,17191,15610,68,68,67,66,66,66,66,67,68,69,70,72,73,74,76,77,78,77,77,76,76,75,75,75,63,63,64,64,64,64,65,65,66,67,67,68,69,69,70,70,70,70,71,70,71,71,71,71
"27","2010-08-17",14465,13757,13325,13123,13285,14115,15483,17124,18514,19607,20554,21315,21874,22332,22592,22542,22317,21844,21112,20597,20559,19300,17391,15564,74,74,73,73,73,72,71,71,74,77,80,82,83,84,84,86,86,86,83,82,79,77,75,74,71,71,71,70,70,70,69,69,68,65,62,61,60,61,62,55,55,53,55,57,58,58,58,57
"28","2010-08-18",14181,13285,12670,12360,12430,13086,14218,15684,16776,17612,18273,18719,19053,19497,19740,19847,19693,19274,18750,18570,18701,17687,16059,14415,72,71,69,69,67,66,65,66,68,71,73,75,76,79,80,80,80,79,77,76,74,72,71,69,57,56,56,56,55,55,56,55,57,57,58,57,57,55,54,54,54,54,56,58,57,57,57,58
"29","2010-08-19",13156,12350,11882,11666,11776,12459,13628,15279,16646,17821,18871,19640,20227,20757,21049,21229,21263,21015,20366,19865,19886,18776,17014,15309,67,65,65,63,63,63,61,64,69,73,76,78,81,83,83,83,84,83,82,81,78,76,75,72,58,57,57,58,57,57,57,57,58,59,60,58,58,57,57,57,58,58,58,60,59,59,59,62
"30","2010-08-20",14037,13211,12673,12410,12499,13197,14338,15910,17155,18184,19004,19512,19730,19945,19993,19934,19749,19289,18397,17616,17494,16398,14900,13399,71,70,69,69,67,67,67,68,70,72,75,77,79,81,82,81,80,80,78,74,70,68,66,64,61,62,62,62,61,61,61,62,62,61,59,57,54,50,47,48,46,46,46,46,47,48,48,48
"31","2010-08-23",11711,11229,10959,10919,11205,12034,13467,14847,15841,16510,16926,17084,17012,16937,16719,16443,16340,16298,16129,16173,15989,14979,13594,12317,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,63,63,63,63,63,63,62,62,63,62,62,62,62,61,61,61,60,61,60,59,59,59,59,58,58,58,58,58,58,58
"32","2010-08-24",11369,10834,10523,10423,10651,11504,12825,14219,15181,15860,16318,16536,16560,16572,16400,16216,16161,16155,16058,16140,16073,15094,13707,12378,62,62,62,62,62,62,62,62,63,64,65,66,65,66,66,66,66,66,65,65,63,63,62,62,57,58,58,58,57,57,57,57,57,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59
"33","2010-08-25",11416,10885,10594,10537,10738,11612,13104,14477,15441,16128,16650,16922,16976,17044,16959,16793,16719,16677,16446,16554,16552,15613,14174,12818,63,62,62,62,61,62,62,62,62,63,64,65,66,67,68,68,69,69,68,67,66,66,65,66,59,59,59,60,60,60,60,60,61,61,61,61,61,62,62,62,63,62,63,62,62,62,62,62
"34","2010-08-26",11835,11236,10901,10780,10975,11825,13223,14773,16016,17000,17773,18284,18579,18864,18972,18945,18826,18451,17749,17493,17512,16388,14737,13169,65,65,64,64,64,65,64,65,67,70,74,76,77,78,80,80,79,79,77,75,71,69,66,65,62,62,62,62,62,62,62,63,64,63,64,62,62,62,61,59,58,55,55,53,52,52,52,52
"35","2010-08-27",12008,11298,10872,10671,10790,11450,12579,14089,15264,16074,16637,16969,17111,17296,17323,17243,17201,16920,16342,16081,16091,15173,13851,12500,64,62,61,61,59,58,58,58,62,65,68,71,72,73,75,76,76,76,74,71,67,64,63,63,53,53,53,53,52,52,52,52,52,52,51,50,49,49,48,48,48,48,48,50,51,51,51,49
"36","2010-08-30",13465,12655,12127,11875,11990,12759,14086,15706,17094,18380,19529,20418,21119,21828,22285,22554,22683,22514,21833,21455,21201,19643,17577,15685,72,70,68,67,65,64,64,65,71,75,80,83,85,87,89,89,90,90,88,85,80,78,77,76,58,59,58,58,57,57,57,56,58,58,58,59,57,56,55,53,54,54,55,58,59,60,61,61
"37","2010-08-31",14355,13538,13031,12772,12906,13821,15358,17041,18517,20081,21593,22814,23780,24564,25006,25258,25341,25055,24326,24037,23708,22014,19659,NA,75,73,72,72,71,69,70,71,75,80,83,86,89,92,93,94,93,91,90,86,83,80,80,NA,61,62,63,63,63,62,62,63,65,66,67,68,67,66,65,64,65,64,65,66,66,66,66,NA
"38","2011-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
"39","2011-06-01",12389,11657,11254,11104,11286,12040,13911,15605,16532,17176,17813,18489,19158,19842,20199,20230,19890,19444,18839,18358,18102,17153,15560,13890,67,65,64,65,65,65,65,66,69,71,73,75,79,81,83,83,80,77,75,74,73,72,71,69,55,56,57,58,59,58,59,61,62,63,64,65,67,68,68,68,67,67,66,66,66,66,65,65
"40","2011-06-02",12621,11774,11254,10989,11064,11647,13411,15011,15793,16264,16592,16728,16631,16571,16347,16000,15755,15487,15061,14802,14983,14506,13042,11647,69,68,67,65,64,63,63,65,67,70,71,70,70,68,68,65,63,62,62,60,59,57,57,56,64,56,52,50,49,49,48,48,47,46,44,43,42,42,42,42,41,41,41,41,40,40,40,41
"41","2011-06-03",10658,10102,9811,9691,9902,10522,12202,13702,14381,14785,15060,15181,15195,15227,15153,15056,15001,14799,14424,14127,14297,14001,12835,11551,56,55,54,53,53,52,52,54,57,59,61,62,64,66,68,68,69,69,70,67,64,61,59,58,40,39,39,39,39,39,39,39,38,36,37,36,36,36,35,34,34,33,33,35,36,38,39,39
"42","2011-06-06",10240,9775,9556,9524,9783,10539,12356,14004,14898,15611,16216,16566,16721,16918,16976,17032,17141,17104,16748,16407,16488,15924,14293,12657,59,58,57,57,57,57,56,60,64,67,69,71,72,73,74,75,75,75,76,76,72,68,66,65,51,51,52,52,52,52,51,52,53,54,54,53,53,52,52,51,52,52,51,52,54,55,55,55
"43","2011-06-07",11490,10831,10457,10292,10462,11138,13035,14787,15835,16751,17588,18211,18632,19081,19301,19536,19725,19647,19204,18752,18839,18140,16221,14372,63,62,61,61,59,59,60,64,68,72,76,79,81,82,80,81,81,81,81,79,76,74,71,70,55,56,56,56,55,54,55,57,56,57,57,58,55,53,53,53,53,54,55,56,58,57,59,60
"44","2011-06-08",13082,12284,11807,11587,11709,12348,14336,16228,17493,18645,19700,20582,21226,21814,22225,22578,22764,22600,22107,21599,21510,20566,18441,16354,70,69,68,66,64,64,64,68,72,74,77,79,83,83,84,85,84,84,83,82,79,78,76,77,60,60,60,59,59,59,60,61,61,61,62,64,64,63,63,63,63,63,64,65,65,65,60,61
"45","2011-06-09",14844,13884,13252,12923,12997,13702,15501,17030,17854,18661,19647,20585,21322,22083,22622,22926,22341,20635,19400,18787,18350,17378,15700,14102,76,75,73,71,70,69,68,69,70,72,75,78,83,86,87,89,88,78,71,68,68,68,68,68,59,59,61,62,61,61,61,62,63,63,64,64,65,65,66,68,68,65,65,65,65,65,64,65
"46","2011-06-10",12971,12277,11869,11673,11809,12480,14295,16075,17106,17846,18439,18785,18931,19096,19040,18938,18759,18254,17502,16897,16842,16379,14980,13435,67,67,67,66,66,66,67,68,70,73,73,75,75,76,77,76,76,75,74,72,70,68,67,65,64,64,64,63,63,62,62,63,63,62,62,61,60,59,59,58,58,58,58,59,59,59,60,60
"47","2011-06-13",10230,9768,9561,9534,9828,10632,12352,13857,14565,15049,15464,15682,15729,15762,15682,15610,15591,15512,15263,15092,15253,14689,13260,11813,55,55,55,54,55,55,55,56,58,60,62,63,65,64,65,66,67,66,65,65,63,61,60,59,52,52,52,52,52,53,53,53,52,52,52,52,51,53,53,53,53,53,52,53,54,54,54,53
"48","2011-06-14",10809,10238,9961,9862,10089,10834,12497,13968,14594,14966,15267,15413,15377,15358,15258,15155,15170,15186,15009,14883,14939,14358,12883,11501,58,57,57,56,56,55,55,55,55,55,56,56,58,58,60,60,60,60,59,59,58,57,57,55,53,54,54,53,53,52,52,52,52,52,51,51,51,50,50,49,49,50,49,50,50,50,50,51
"49","2011-06-15",10564,10037,9787,9728,9957,10652,12384,13881,14609,15106,15579,15876,16003,16153,16218,16302,16397,16299,15898,15601,15686,15207,13734,12257,55,55,54,54,54,54,54,57,60,64,66,69,71,73,74,75,76,75,74,72,68,66,63,61,50,50,50,50,50,50,50,50,51,51,51,51,52,51,51,51,49,49,49,51,53,54,54,55
"50","2011-06-16",11142,10482,10149,10040,10255,10901,12662,14318,15225,15989,16744,17342,17661,18101,18394,18626,18716,18524,18091,17638,17631,17217,15499,13739,60,59,59,58,58,58,58,60,63,68,72,76,78,81,83,83,84,83,82,80,77,74,71,70,54,54,54,53,53,53,54,55,56,57,59,59,59,57,55,55,54,53,54,56,56,57,57,58
"51","2011-06-17",12453,11687,11215,11007,11140,11793,13530,15202,16165,16725,17002,17164,17152,17118,17036,16935,16775,16452,16016,15703,15672,15218,14014,12652,69,68,67,66,65,64,65,66,67,68,68,67,68,68,69,71,72,71,68,66,66,65,64,64,58,56,54,55,57,57,58,59,60,60,61,62,63,63,64,64,63,63,61,62,62,61,61,61
"52","2011-06-20",11010,10420,10093,10007,10214,10833,12545,14204,15225,15968,16613,17034,17181,17534,17706,17852,17948,17960,17583,17067,16914,16425,14719,13038,62,60,59,58,58,56,56,60,64,67,70,73,75,76,77,78,77,77,77,75,72,68,66,64,46,47,47,47,47,47,48,50,50,50,50,49,48,49,48,50,51,51,52,52,53,54,55,56
"53","2011-06-21",11825,11165,10750,10598,10745,11384,13091,14818,15885,16732,17508,18034,18379,18820,18938,18944,18943,18744,18288,17761,17689,17213,15537,13846,63,62,62,61,60,59,61,64,67,70,73,75,77,78,79,80,80,80,78,77,74,71,71,69,55,55,54,54,53,53,52,53,53,54,54,55,55,55,55,55,55,54,55,57,58,59,60,60
"54","2011-06-22",12614,11920,11535,11360,11539,12265,13925,15573,16479,17128,17615,17814,17789,17825,17672,17453,17393,17307,17082,16892,16776,16025,14551,13109,68,68,66,67,66,65,66,67,67,68,68,68,68,68,67,67,66,66,66,66,65,65,65,65,61,62,62,62,62,62,62,62,62,62,62,61,63,63,63,63,64,64,64,64,64,64,63,63
"55","2011-06-23",12096,11500,11144,10993,11172,11923,13474,15011,15892,16466,16915,17070,16997,16903,16673,16455,16382,16279,15958,15692,15619,14972,13613,12249,65,64,64,64,64,63,63,63,64,64,65,65,64,64,63,63,63,62,62,62,61,61,61,61,64,63,63,63,62,62,62,62,62,62,62,62,62,62,62,61,61,61,60,60,60,59,59,59
"56","2011-06-24",11262,10666,10369,10265,10446,11150,12526,14017,14960,15557,15964,16139,16074,16026,15841,15591,15455,15321,15042,14844,14832,14320,13170,11934,60,60,60,59,59,58,58,58,58,59,59,60,60,61,61,62,61,61,60,60,59,58,57,57,58,58,58,58,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,57,56,56,56
"57","2011-06-27",11820,11162,10800,10631,10826,11444,13103,14935,16257,17257,18136,18683,18990,19337,19512,19639,19728,19645,19171,18573,18379,17836,16064,14294,66,65,64,64,63,63,63,66,70,74,75,77,77,79,79,80,80,81,79,78,75,73,71,70,60,60,59,59,59,59,59,60,60,60,61,61,61,60,59,60,59,59,59,60,62,61,62,61
"58","2011-06-28",12974,12185,11720,11494,11633,12250,13786,15581,16900,17990,18958,19639,20082,20475,20563,20486,20458,20217,19616,19066,18923,18359,16615,14869,68,67,67,66,66,64,65,67,70,73,75,77,79,80,79,80,79,79,77,76,74,72,72,70,61,61,62,61,61,61,61,62,63,64,64,64,64,63,63,63,64,64,65,65,66,66,65,66
"59","2011-06-29",13582,12824,12361,12130,12244,12931,14404,16079,17230,18221,19083,19628,19918,20168,20270,20232,20128,19780,19067,18261,17866,17334,15647,13917,70,69,69,69,68,67,67,68,69,71,73,76,77,79,78,79,79,79,77,75,73,70,69,67,66,66,66,66,65,65,65,65,65,65,64,62,61,59,58,58,58,57,56,56,56,56,56,56
"60","2011-06-30",12592,11792,11279,11069,11169,11693,13198,14982,16112,16891,17556,17983,18195,18411,18456,18461,18510,18358,17886,17324,17172,16791,15235,13540,66,64,63,62,61,61,61,64,67,70,72,74,76,76,77,78,78,78,78,76,74,71,69,68,55,54,54,54,54,54,55,55,55,55,55,54,54,54,54,54,53,53,53,53,53,54,53,52
"61","2011-07-01",12255,11432,10925,10680,10767,11215,12630,14312,15571,16409,17047,17360,17487,17622,17626,17539,17531,17445,17013,16506,16360,16053,14822,13410,66,64,63,61,59,58,59,63,67,70,72,74,74,75,76,75,75,75,75,75,73,70,68,68,50,49,50,50,50,50,50,52,52,53,54,54,54,55,56,56,57,57,57,58,58,60,60,59
"62","2011-07-04",12444,11748,11321,11101,11090,11158,11700,12690,14086,15439,16573,17399,17951,18222,18392,18554,18744,18711,18237,17675,17449,16955,15850,14470,69,69,69,68,68,67,67,68,70,72,75,78,80,82,84,85,86,85,84,82,78,76,73,72,67,67,66,66,66,65,65,65,66,65,66,66,66,65,63,62,61,61,60,61,63,63,63,63
"63","2011-07-05",13245,12419,11879,11656,11711,12172,13633,15527,17121,18449,19557,20312,20848,21349,21600,21830,21937,21792,21225,20501,20043,19322,17382,15416,71,70,70,68,66,66,67,71,74,78,80,82,84,86,86,85,85,85,84,82,81,77,74,72,63,62,61,61,61,61,61,60,59,59,58,57,57,56,57,58,57,59,58,57,59,60,59,60
"64","2011-07-06",13944,13040,12472,12169,12208,12662,14169,16116,17680,19003,20183,21024,21595,22154,22444,22620,22758,22585,22032,21316,20892,19824,17823,15845,72,69,69,68,67,67,66,69,73,76,80,83,86,86,88,88,88,87,86,83,80,76,71,70,60,60,60,59,59,59,59,60,61,62,62,61,61,59,60,61,60,61,62,66,67,64,64,65
"65","2011-07-07",14415,13509,12913,12627,12705,13201,14712,16640,18112,19227,20232,20922,21322,21654,21780,21852,21836,21501,20762,20005,19717,19067,17278,15423,69,69,70,69,69,68,68,70,74,76,78,80,81,83,84,85,83,81,80,80,76,73,71,71,64,63,63,64,64,63,63,64,64,64,63,62,60,59,58,56,58,57,58,58,58,59,59,59
"66","2011-07-08",14042,13181,12669,12409,12534,13113,14397,15892,16882,17553,18033,18395,18659,18811,18948,18940,18805,18485,17980,17623,17549,16945,15683,14318,70,68,68,68,67,66,66,67,67,68,68,69,71,72,73,75,75,74,72,71,70,70,69,69,60,61,61,61,61,61,61,62,62,63,63,63,64,65,65,67,67,67,66,66,67,67,66,67
"67","2011-07-11",13160,12436,11987,11811,12002,12638,14232,16260,17862,19221,20566,21647,22437,23112,23429,23573,23712,23649,23088,22407,22180,21438,19484,17501,70,70,68,68,67,67,67,69,73,77,80,83,86,88,89,89,89,88,86,84,82,81,80,78,61,62,62,63,63,63,62,63,64,64,65,65,65,64,64,63,64,66,67,67,68,68,67,67
"68","2011-07-12",16049,15164,14602,14347,14443,15102,16618,18543,20099,21460,22675,23504,23966,24432,24635,24741,24761,24586,23991,23199,22789,21977,19902,17781,77,76,76,76,75,75,74,75,77,80,83,85,87,88,89,90,90,89,88,86,84,81,80,79,68,68,68,68,68,68,68,68,69,70,69,69,68,67,67,66,65,65,65,65,65,65,65,65
"69","2011-07-13",16138,15086,14352,13932,13881,14318,15799,17693,18925,19785,20569,21163,21614,22050,22225,22102,21768,21076,20081,19283,18818,17873,16121,14365,78,77,76,74,73,72,71,74,75,77,79,80,82,83,82,82,81,79,76,72,71,68,67,66,64,64,62,63,61,61,61,61,61,62,62,61,60,60,61,60,61,62,62,60,59,58,58,58
"70","2011-07-14",13090,12302,11821,11555,11661,12215,13544,15162,16172,16850,17418,17728,17872,18074,18108,18098,18091,17926,17491,16985,16976,16536,15067,13499,65,64,63,62,62,61,60,62,64,67,70,70,71,74,74,75,76,75,75,75,71,68,67,67,58,58,58,57,57,56,55,55,56,54,54,54,52,52,50,50,49,51,50,51,53,56,55,55
"71","2011-07-15",12351,11632,11224,11003,11127,11614,12988,14751,16071,17078,17876,18406,18641,18850,18851,18745,18627,18352,17750,17165,17027,16600,15274,13784,66,66,63,62,61,61,60,64,69,73,76,77,78,78,79,78,79,78,77,77,74,72,70,68,55,54,55,55,55,54,54,55,54,55,55,56,55,53,53,53,53,52,53,54,55,56,56,58
"72","2011-07-18",14984,14166,13680,13438,13577,14263,15755,17628,19103,20371,21487,22062,22186,22254,22099,22089,21866,21589,21225,20704,20486,19774,17962,16114,76,75,74,73,73,73,73,74,76,79,81,83,82,80,80,81,79,79,79,79,78,76,75,74,64,64,64,64,64,64,64,65,65,66,66,66,67,68,68,67,68,68,69,68,68,68,69,68
"73","2011-07-19",14742,13907,13379,13139,13247,13885,15390,17344,18843,20058,21109,21891,22386,22858,23139,23269,23302,23057,22378,21507,21121,20236,18161,16090,73,72,72,71,71,70,69,72,75,78,80,82,83,85,86,86,85,85,84,82,80,77,74,73,68,68,67,67,67,66,66,67,67,66,65,64,63,61,60,60,60,60,58,59,59,61,60,60
"74","2011-07-20",14583,13635,13040,12717,12783,13363,14697,16444,17879,19085,20370,21462,22238,22988,23487,23681,23759,23446,22607,21939,21757,20856,19025,17046,71,69,68,68,67,67,66,68,71,74,78,79,83,85,87,89,87,86,85,83,80,78,77,76,60,61,61,60,60,59,59,61,61,60,61,63,64,65,64,65,67,66,65,64,64,64,65,66
